     Orden	Palabra	Frec.absoluta 	 Frec.normalizada 
5471	soto	    2,506	1642
5472	veían	    2,506	1642
5473	optimismo 	    2,505	1641
5474	interiores	    2,504	1641
5475	célula	    2,502	1640
5476	gobernar	    2,502	1640
5477	músico 	    2,502	1640
5478	viajeros	    2,502	1640
5479	amantes 	    2,501	1639
5480	cervantes	    2,501	1639
5481	solicitado	    2,501	1639
5482	rechazó 	    2,500	1638
5483	desprecio	    2,498	1637
5484	veinticinco	    2,497	1636
5485	convento 	    2,496	1636
5486	golfo	    2,496	1636
5487	árabes 	    2,495	1635
5488	experimental	    2,495	1635
5489	mg 	    2,495	1635
5490	zedillo	    2,495	1635
5491	benito	    2,494	1634
5492	diplomático	    2,492	1633
5493	muchísimo  	    2,491	1632
5494	ausente 	    2,490	1632
5495	narrador	    2,489	1631
5496	apoyado 	    2,488	1630
5497	docena 	    2,488	1630
5498	radicales	    2,487	1630
5499	sugiere	    2,487	1630
5500	variación	    2,486	1629
5501	males 	    2,485	1628
5502	adolescencia 	    2,484	1628
5503	cocinar	    2,484	1628
5504	maria	    2,483	1627
5505	progresiva	    2,483	1627
5506	perjuicio	    2,482	1626
5507	pib	    2,480	1625
5508	conjunta	    2,479	1624
5509	esperaban 	    2,479	1624
5510	alvaro	    2,478	1624
5511	ejerce	    2,477	1623
5512	prestar	    2,477	1623
5513	ridículo	    2,477	1623
5514	saberlo	    2,477	1623
5515	telecomunicaciones 	    2,474	1621
5516	suelos	    2,473	1621
5517	mm  	    2,472	1620
5518	abordar	    2,471	1619
5519	aspiraciones	    2,471	1619
5520	sanitario	    2,471	1619
5521	litros	    2,470	1619
5522	ocurría	    2,470	1619
5523	tendrían	    2,470	1619
5524	denunció 	    2,469	1618
5525	tiros	    2,469	1618
5526	cumplió 	    2,468	1617
5527	maniobra 	    2,467	1617
5528	informativos	    2,466	1616
5529	perejil	    2,466	1616
5530	sanción 	    2,466	1616
5531	convencional	    2,465	1615
5532	presentaba 	    2,465	1615
5533	entraron	    2,464	1615
5534	expedición	    2,464	1615
5535	normalidad 	    2,464	1615
5536	visitante	    2,464	1615
5537	reveló	    2,461	1613
5538	sr	    2,461	1613
5539	carencia	    2,460	1612
5540	lástima	    2,460	1612
5541	obvio	    2,460	1612
5542	transparente	    2,458	1611
5543	fundador	    2,457	1610
5544	ironía	    2,457	1610
5545	alivio	    2,456	1609
5546	históricas	    2,456	1609
5547	ideológica	    2,456	1609
5548	afortunadamente 	    2,455	1609
5549	compuestos  	    2,455	1609
5550	habiendo 	    2,455	1609
5551	algodón 	    2,454	1608
5552	asociado 	    2,454	1608
5553	autobús 	    2,454	1608
5554	perón	    2,453	1607
5555	realismo	    2,453	1607
5556	ácidos	    2,450	1605
5557	fragmentos 	    2,449	1605
5558	mover 	    2,449	1605
5559	aporta	    2,448	1604
5560	empresariales 	    2,448	1604
5561	madrileña	    2,448	1604
5562	desorden 	    2,447	1603
5563	fax	    2,447	1603
5564	logros	    2,447	1603
5565	verbal	    2,447	1603
5566	aguilar	    2,446	1603
5567	seminario	    2,446	1603
5568	aventuras	    2,444	1602
5569	muscular 	    2,444	1602
5570	simpatía	    2,444	1602
5571	apellido	    2,443	1601
5572	delantero	    2,443	1601
5573	euskadi 	    2,443	1601
5574	inseguridad	    2,443	1601
5575	cee 	    2,442	1600
5576	consolidación	    2,442	1600
5577	exigen	    2,442	1600
5578	poderosa 	    2,442	1600
5579	testimonios	    2,442	1600
5580	conservadores 	    2,439	1598
5581	referéndum 	    2,439	1598
5582	salazar	    2,439	1598
5583	duelo	    2,438	1598
5584	patricia	    2,433	1594
5585	mora 	    2,431	1593
5586	avanzada 	    2,430	1592
5587	eterno	    2,430	1592
5588	fijar	    2,430	1592
5589	prohibición	    2,430	1592
5590	auditorio	    2,429	1592
5591	buscó 	    2,429	1592
5592	conducción 	    2,429	1592
5593	continuamente 	    2,429	1592
5594	enfrentamientos	    2,429	1592
5595	sustituir	    2,429	1592
5596	destruir	    2,428	1591
5597	nucleares	    2,428	1591
5598	reúne	    2,428	1591
5599	oportuno	    2,427	1590
5600	confirmar	    2,426	1590
5601	referido	    2,425	1589
5602	centenar	    2,424	1588
5603	protocolo	    2,424	1588
5604	damas  	    2,423	1588
5605	existían	    2,422	1587
5606	apuesta 	    2,420	1586
5607	lecho	    2,420	1586
5608	tradicionalmente	    2,420	1586
5609	extraños	    2,419	1585
5610	gotas	    2,419	1585
5611	sometidos 	    2,419	1585
5612	cruel	    2,418	1584
5613	grueso 	    2,418	1584
5614	metas 	    2,418	1584
5615	trámite	    2,418	1584
5616	véase 	    2,418	1584
5617	votantes	    2,418	1584
5618	revisar	    2,417	1584
5619	rumor 	    2,417	1584
5620	expulsión	    2,416	1583
5621	registró	    2,416	1583
5622	casco 	    2,415	1583
5623	configuración	    2,415	1583
5624	convierten	    2,415	1583
5625	deudas 	    2,415	1583
5626	transparencia	    2,415	1583
5627	transmitir	    2,414	1582
5628	austria	    2,413	1581
5629	ritual	    2,412	1581
5630	celda	    2,411	1580
5631	chicago 	    2,411	1580
5632	fumar	    2,411	1580
5633	impresiones 	    2,410	1579
5634	prohibido	    2,410	1579
5635	docente 	    2,409	1579
5636	invisible	    2,409	1579
5637	práctico	    2,409	1579
5638	preparados 	    2,409	1579
5639	samper 	    2,409	1579
5640	tarjetas	    2,409	1579
5641	teléfonos	    2,409	1579
5642	gigante	    2,408	1578
5643	promesas  	    2,408	1578
5644	publicar	    2,408	1578
5645	seda 	    2,406	1577
5646	vacía	    2,406	1577
5647	advertir	    2,405	1576
5648	amarilla	    2,405	1576
5649	declara	    2,405	1576
5650	mortal	    2,405	1576
5651	zapatero	    2,405	1576
5652	destinada	    2,404	1575
5653	estructural	    2,404	1575
5654	litro	    2,404	1575
5655	preocupaciones 	    2,404	1575
5656	rivales	    2,404	1575
5657	indicado	    2,403	1575
5658	percibir	    2,403	1575
5659	sostener	    2,402	1574
5660	centroamérica 	    2,401	1573
5661	esencialmente 	    2,401	1573
5662	miranda 	    2,401	1573
5663	observado 	    2,400	1573
5664	secreta	    2,400	1573
5665	windows 	    2,400	1573
5666	leonardo	    2,399	1572
5667	bloqueo 	    2,398	1571
5668	disminuye 	    2,398	1571
5669	préstamos 	    2,398	1571
5670	jacques 	    2,396	1570
5671	jazz	    2,396	1570
5672	ligera	    2,395	1569
5673	localidades	    2,395	1569
5674	ondas 	    2,395	1569
5675	coruña 	    2,394	1569
5676	gestiones	    2,394	1569
5677	aproximación 	    2,392	1567
5678	nobel	    2,392	1567
5679	fidelidad	    2,391	1567
5680	filósofo	    2,391	1567
5681	atracción	    2,390	1566
5682	reuter	    2,390	1566
5683	describir	    2,388	1565
5684	infinito	    2,388	1565
5685	inocencia	    2,388	1565
5686	billetes	    2,387	1564
5687	incluida	    2,387	1564
5688	sano 	    2,387	1564
5689	arroyo	    2,386	1563
5690	despierta	    2,386	1563
5691	japonés 	    2,385	1563
5692	llanto	    2,385	1563
5693	expresado 	    2,383	1562
5694	índices	    2,383	1562
5695	pretexto	    2,383	1562
5696	manda  	    2,381	1560
5697	previsiones	    2,381	1560
5698	disputa	    2,380	1560
5699	obstáculo	    2,379	1559
5700	sigo	    2,379	1559
5701	débiles	    2,378	1558
5702	acta	    2,377	1558
5703	palestinos	    2,376	1557
5704	repertorio	    2,376	1557
5705	reportaje	    2,376	1557
5706	goya 	    2,375	1556
5707	inscripción	    2,375	1556
5708	desapareció 	    2,374	1556
5709	desarrolló	    2,372	1554
5710	terraza	    2,372	1554
5711	valorar	    2,372	1554
5712	colaborar	    2,371	1554
5713	desconfianza 	    2,371	1554
5714	éramos 	    2,371	1554
5715	citados	    2,370	1553
5716	comenzaba  	    2,370	1553
5717	mantequilla	    2,370	1553
5718	despedida 	    2,369	1552
5719	exacto 	    2,369	1552
5720	mención 	    2,369	1552
5721	prefiero	    2,369	1552
5722	disparos	    2,368	1552
5723	excelentes 	    2,368	1552
5724	saliendo	    2,368	1552
5725	escritorio	    2,366	1550
5726	soviético	    2,366	1550
5727	aldea	    2,365	1550
5728	marcador 	    2,365	1550
5729	pasadas 	    2,365	1550
5730	cosecha 	    2,364	1549
5731	gustado 	    2,364	1549
5732	adulto	    2,363	1548
5733	arzobispo	    2,363	1548
5734	energías	    2,363	1548
5735	específicamente 	    2,362	1548
5736	mundiales 	    2,362	1548
5737	locos	    2,361	1547
5738	mallorca	    2,361	1547
5739	acordó 	    2,360	1546
5740	gases 	    2,360	1546
5741	marcar 	    2,360	1546
5742	árbitro	    2,359	1546
5743	as	    2,359	1546
5744	ilegales	    2,358	1545
5745	interacción	    2,358	1545
5746	monseñor  	    2,358	1545
5747	pc	    2,358	1545
5748	británicos	    2,357	1544
5749	famosos 	    2,357	1544
5750	ruidos	    2,357	1544
5751	aplausos 	    2,356	1544
5752	colombiana 	    2,356	1544
5753	escasez 	    2,356	1544
5754	quedé 	    2,356	1544
5755	privilegio	    2,355	1543
5756	capacitación	    2,354	1543
5757	alcalá	    2,352	1541
5758	imposibilidad	    2,352	1541
5759	obligada	    2,351	1541
5760	parada 	    2,351	1541
5761	atraviesa	    2,350	1540
5762	afectadas	    2,349	1539
5763	baloncesto 	    2,348	1539
5764	constancia 	    2,348	1539
5765	plazos	    2,348	1539
5766	calcio	    2,347	1538
5767	cúpula	    2,347	1538
5768	analistas	    2,346	1537
5769	preguntaba 	    2,346	1537
5770	salga	    2,345	1537
5771	validez	    2,345	1537
5772	aborto	    2,344	1536
5773	otorga	    2,344	1536
5774	produjeron	    2,344	1536
5775	desaparece 	    2,342	1535
5776	insectos	    2,342	1535
5777	pertenecientes	    2,342	1535
5778	residentes	    2,342	1535
5779	superado 	    2,342	1535
5780	cerámica 	    2,341	1534
5781	laboratorios	    2,341	1534
5782	germán 	    2,338	1532
5783	rentabilidad	    2,338	1532
5784	smith	    2,338	1532
5785	dejé	    2,337	1531
5786	escenarios 	    2,337	1531
5787	lanzar	    2,337	1531
5788	reflexiones	    2,337	1531
5789	usado 	    2,337	1531
5790	digno	    2,336	1531
5791	emisiones 	    2,335	1530
5792	convenios 	    2,334	1529
5793	ofrecido	    2,334	1529
5794	hispano 	    2,333	1529
5795	inmóvil	    2,333	1529
5796	secundarios 	    2,333	1529
5797	zamora 	    2,332	1528
5798	adhesión 	    2,331	1527
5799	limita	    2,330	1527
5800	marcada 	    2,330	1527
5801	terminal	    2,330	1527
5802	aportaciones	    2,329	1526
5803	coincidencia	    2,329	1526
5804	limitada	    2,329	1526
5805	defecto	    2,328	1525
5806	diabetes	    2,328	1525
5807	exclamó 	    2,328	1525
5808	géneros 	    2,328	1525
5809	banderas 	    2,326	1524
5810	contando 	    2,326	1524
5811	excesivamente 	    2,326	1524
5812	caballeros	    2,325	1524
5813	fino	    2,325	1524
5814	laguna	    2,325	1524
5815	aumentado  	    2,324	1523
5816	externos	    2,324	1523
5817	marcó 	    2,324	1523
5818	preside	    2,324	1523
5819	querida	    2,324	1523
5820	descansar 	    2,323	1522
5821	experimentado 	    2,323	1522
5822	puramente 	    2,323	1522
5823	salidas	    2,323	1522
5824	lázaro	    2,321	1521
5825	cercanos 	    2,320	1520
5826	discriminación	    2,319	1520
5827	modalidades 	    2,319	1520
5828	pánico	    2,319	1520
5829	piedad	    2,318	1519
5830	produzca 	    2,318	1519
5831	repetición	    2,318	1519
5832	acudió	    2,317	1518
5833	centenares 	    2,317	1518
5834	reiteró	    2,316	1518
5835	rusa	    2,316	1518
5836	placas	    2,315	1517
5837	introduce	    2,314	1516
5838	placa	    2,314	1516
5839	vii	    2,314	1516
5840	volúmenes 	    2,314	1516
5841	establecidos	    2,313	1516
5842	parámetros 	    2,313	1516
5843	envidia	    2,312	1515
5844	tira	    2,312	1515
5845	avanzado 	    2,310	1514
5846	conscientes 	    2,310	1514
5847	serena 	    2,310	1514
5848	hollywood 	    2,309	1513
5849	infantiles	    2,309	1513
5850	matemáticas  	    2,309	1513
5851	costó	    2,308	1512
5852	enamorado  	    2,308	1512
5853	magistrados 	    2,307	1512
5854	compañera  	    2,306	1511
5855	corrida	    2,306	1511
5856	fotógrafo	    2,306	1511
5857	seguimos 	    2,306	1511
5858	eventual	    2,305	1510
5859	nicaragüense 	    2,305	1510
5860	norteamericanas 	    2,305	1510
5861	trabajó	    2,305	1510
5862	consultas	    2,304	1510
5863	eterna	    2,304	1510
5864	pañuelo 	    2,303	1509
5865	tour	    2,302	1508
5866	cd	    2,301	1508
5867	contraria	    2,301	1508
5868	manzana  	    2,301	1508
5869	credibilidad	    2,300	1507
5870	firmeza	    2,300	1507
5871	pantalón	    2,300	1507
5872	prestaciones	    2,300	1507
5873	tubo	    2,300	1507
5874	colesterol	    2,299	1506
5875	aéreo	    2,298	1506
5876	doscientos 	    2,298	1506
5877	billones	    2,297	1505
5878	caminando  	    2,297	1505
5879	minoría	    2,296	1504
5880	serios	    2,295	1504
5881	chinos	    2,294	1503
5882	hallazgo	    2,293	1503
5883	atribuye	    2,292	1502
5884	tomaba 	    2,292	1502
5885	latinoamérica	    2,291	1501
5886	ambientes 	    2,290	1501
5887	ballet	    2,290	1501
5888	legisladores	    2,290	1501
5889	robles	    2,290	1501
5890	bélgica	    2,289	1500
5891	emplea 	    2,289	1500
5892	ola	    2,288	1499
5893	pasaban 	    2,288	1499
5894	reposo 	    2,288	1499
5895	rechaza 	    2,287	1499
5896	futuros	    2,286	1498
5897	bomberos  	    2,285	1497
5898	dictador	    2,285	1497
5899	regresa	    2,285	1497
5900	aumentó 	    2,283	1496
5901	ingresar	    2,283	1496
5902	cenar	    2,282	1495
5903	manipulación 	    2,282	1495
5904	políticamente	    2,282	1495
5905	reforzar	    2,282	1495
5906	ford	    2,281	1495
5907	urbanos 	    2,281	1495
5908	refieren	    2,280	1494
5909	dorado 	    2,279	1493
5910	ofrecía	    2,279	1493
5911	puse 	    2,278	1493
5912	caridad	    2,277	1492
5913	excepciones 	    2,276	1491
5914	radiación	    2,276	1491
5915	restaurantes	    2,276	1491
5916	traía	    2,276	1491
5917	álvaro	    2,275	1491
5918	aparecido	    2,275	1491
5919	bruto	    2,275	1491
5920	insuficiente	    2,275	1491
5921	respecta	    2,275	1491
5922	conocí	    2,274	1490
5923	diariamente	    2,274	1490
5924	llenar	    2,273	1489
5925	realidades	    2,273	1489
5926	corrió	    2,272	1489
5927	espectro	    2,272	1489
5928	favorables	    2,272	1489
5929	héroes 	    2,272	1489
5930	walter	    2,272	1489
5931	pensamos  	    2,271	1488
5932	cascos 	    2,269	1487
5933	fantasmas 	    2,268	1486
5934	averiguar	    2,266	1485
5935	estructurales	    2,266	1485
5936	jerusalén	    2,266	1485
5937	libremente	    2,266	1485
5938	violenta	    2,266	1485
5939	dependiendo 	    2,265	1484
5940	nosotras	    2,265	1484
5941	órbita	    2,265	1484
5942	separa 	    2,265	1484
5943	vinculación	    2,265	1484
5944	agricultores	    2,264	1484
5945	alex	    2,264	1484
5946	préstamo 	    2,263	1483
5947	capacidades 	    2,262	1482
5948	núcleos 	    2,262	1482
5949	demuestran 	    2,261	1482
5950	mostraron 	    2,261	1482
5951	suecia	    2,261	1482
5952	suponía 	    2,260	1481
5953	von	    2,260	1481
5954	divisas	    2,259	1480
5955	efectividad	    2,259	1480
5956	ingenieros	    2,259	1480
5957	transformaciones 	    2,259	1480
5958	carrillo	    2,258	1480
5959	salvaje	    2,258	1480
5960	debates 	    2,257	1479
5961	sacado 	    2,257	1479
5962	trozos	    2,257	1479
5963	protagonismo 	    2,256	1478
5964	do	    2,254	1477
5965	justificación	    2,253	1476
5966	bloques 	    2,250	1474
5967	lleve	    2,250	1474
5968	infecciones	    2,249	1474
5969	magnífico	    2,249	1474
5970	manchas  	    2,249	1474
5971	pilotos	    2,249	1474
5972	centenario	    2,248	1473
5973	fijado	    2,248	1473
5974	moncloa 	    2,248	1473
5975	pesadilla	    2,248	1473
5976	criatura	    2,247	1472
5977	destacados 	    2,247	1472
5978	fármacos 	    2,247	1472
5979	invertir	    2,246	1472
5980	andaluz 	    2,245	1471
5981	rebelión	    2,245	1471
5982	bicicleta	    2,244	1470
5983	llevarse	    2,244	1470
5984	pautas 	    2,244	1470
5985	enferma 	    2,243	1470
5986	escuchaba  	    2,243	1470
5987	diputación	    2,242	1469
5988	ilusiones	    2,242	1469
5989	jerarquía	    2,241	1468
5990	lógicamente 	    2,241	1468
5991	rompió 	    2,241	1468
5992	emplear 	    2,240	1468
5993	mató 	    2,240	1468
5994	pesado 	    2,240	1468
5995	primas 	    2,240	1468
5996	trago	    2,240	1468
5997	esquemas  	    2,239	1467
5998	permanecen  	    2,239	1467
5999	desean 	    2,238	1466
6000	supuso 	    2,238	1466
6001	adopción 	    2,237	1466
6002	favorecer	    2,237	1466
6003	disparo	    2,236	1465
6004	papas 	    2,236	1465
6005	causado 	    2,235	1465
6006	corregir	    2,235	1465
6007	exacta 	    2,235	1465
6008	paralelo	    2,235	1465
6009	sabio	    2,235	1465
6010	gráfica	    2,234	1464
6011	iberia	    2,233	1463
6012	peligrosa	    2,233	1463
6013	instinto	    2,232	1463
6014	méritos	    2,232	1463
6015	receptor	    2,232	1463
6016	salvación	    2,231	1462
6017	volar	    2,231	1462
6018	marino 	    2,230	1461
6019	huella	    2,229	1461
6020	relatos	    2,229	1461
6021	seriamente 	    2,228	1460
6022	tienden	    2,228	1460
6023	empecé  	    2,227	1459
6024	gasolina	    2,227	1459
6025	ideológico	    2,227	1459
6026	motores 	    2,227	1459
6027	clausura	    2,226	1459
6028	concejales	    2,226	1459
6029	crecido	    2,226	1459
6030	montar 	    2,225	1458
6031	volviendo	    2,224	1457
6032	rusos	    2,223	1457
6033	pluma 	    2,222	1456
6034	uñas 	    2,222	1456
6035	afectar	    2,221	1455
6036	biografía	    2,221	1455
6037	risas	    2,221	1455
6038	adecuadas  	    2,219	1454
6039	discusiones 	    2,219	1454
6040	comunitaria	    2,218	1453
6041	proponer	    2,218	1453
6042	legislatura	    2,217	1453
6043	esperado 	    2,216	1452
6044	escribía	    2,215	1451
6045	canaria	    2,214	1451
6046	esperamos  	    2,214	1451
6047	maravilloso	    2,214	1451
6048	reunir	    2,214	1451
6049	estarían	    2,213	1450
6050	facilita	    2,213	1450
6051	hitler	    2,213	1450
6052	valiente	    2,213	1450
6053	biológica	    2,212	1449
6054	levantarse	    2,211	1449
6055	observador	    2,211	1449
6056	sucesivas 	    2,210	1448
6057	elegidos	    2,209	1447
6058	llenos	    2,209	1447
6059	parezca 	    2,209	1447
6060	trampa 	    2,209	1447
6061	narrativa	    2,208	1447
6062	pagado 	    2,208	1447
6063	considerablemente 	    2,207	1446
6064	elevar	    2,207	1446
6065	haberlo	    2,207	1446
6066	juegan	    2,207	1446
6067	maquinaria 	    2,207	1446
6068	aprovechó 	    2,206	1446
6069	océano 	    2,206	1446
6070	energético	    2,205	1445
6071	suavemente  	    2,205	1445
6072	realista	    2,204	1444
6073	retórica	    2,204	1444
6074	tratarse	    2,204	1444
6075	descrito	    2,203	1444
6076	óptica	    2,203	1444
6077	productivo	    2,203	1444
6078	crean	    2,202	1443
6079	falleció	    2,202	1443
6080	portero	    2,202	1443
6081	alcanzan 	    2,201	1442
6082	tenerife	    2,201	1442
6083	violeta	    2,201	1442
6084	botellas	    2,200	1442
6085	fallecido	    2,200	1442
6086	hablo	    2,200	1442
6087	pierden	    2,200	1442
6088	químicas 	    2,200	1442
6089	jugado	    2,199	1441
6090	estatutos	    2,198	1440
6091	poseer 	    2,198	1440
6092	restricciones	    2,198	1440
6093	extremadura 	    2,197	1440
6094	olga	    2,196	1439
6095	representado 	    2,196	1439
6096	agujero	    2,195	1438
6097	opina	    2,195	1438
6098	triple	    2,195	1438
6099	indias	    2,194	1438
6100	pamplona 	    2,194	1438
6101	pasaje	    2,194	1438
6102	seas 	    2,193	1437
6103	vuelos	    2,193	1437
6104	aparecieron	    2,192	1436
6105	debes 	    2,192	1436
6106	vestida	    2,192	1436
6107	asume  	    2,191	1436
6108	pájaro	    2,191	1436
6109	transforma	    2,191	1436
6110	almirante	    2,190	1435
6111	grano	    2,190	1435
6112	colega	    2,189	1434
6113	competitividad	    2,189	1434
6114	patrones	    2,189	1434
6115	pulso	    2,189	1434
6116	fatal	    2,188	1434
6117	captar	    2,187	1433
6118	empleos 	    2,187	1433
6119	exploración	    2,187	1433
6120	veamos 	    2,187	1433
6121	dieciocho	    2,184	1431
6122	gafas	    2,184	1431
6123	típico	    2,184	1431
6124	vende 	    2,183	1430
6125	dejarse	    2,182	1430
6126	tomada 	    2,182	1430
6127	planetas	    2,181	1429
6128	amores 	    2,180	1428
6129	lagos	    2,180	1428
6130	suelta	    2,180	1428
6131	vitaminas	    2,180	1428
6132	www  	    2,180	1428
6133	bebida	    2,179	1428
6134	creencia	    2,178	1427
6135	obsesión 	    2,178	1427
6136	fresca	    2,177	1426
6137	monumento  	    2,177	1426
6138	utilizó	    2,177	1426
6139	calcula	    2,176	1426
6140	penumbra  	    2,176	1426
6141	tirar	    2,176	1426
6142	amigas 	    2,175	1425
6143	bastantes 	    2,175	1425
6144	thomas 	    2,175	1425
6145	abría	    2,174	1425
6146	dejo	    2,174	1425
6147	firmó	    2,174	1425
6148	dulces	    2,173	1424
6149	naval	    2,173	1424
6150	polonia	    2,173	1424
6151	contestar	    2,172	1423
6152	estilos	    2,172	1423
6153	cambiando  	    2,171	1423
6154	ruinas	    2,171	1423
6155	legislativa	    2,169	1421
6156	digna	    2,168	1421
6157	impulsar	    2,168	1421
6158	amado  	    2,167	1420
6159	oía	    2,167	1420
6160	contribuye	    2,166	1419
6161	conveniencia	    2,166	1419
6162	frenar	    2,166	1419
6163	quieras	    2,166	1419
6164	salarial	    2,166	1419
6165	xiii	    2,166	1419
6166	catedrático	    2,165	1419
6167	hb	    2,164	1418
6168	patente	    2,163	1417
6169	podremos  	    2,163	1417
6170	usando 	    2,163	1417
6171	adecuados  	    2,161	1416
6172	aguda 	    2,161	1416
6173	come 	    2,161	1416
6174	corredores	    2,161	1416
6175	informativo	    2,161	1416
6176	peligros	    2,161	1416
6177	radica	    2,161	1416
6178	eficiente	    2,160	1415
6179	indicadores	    2,160	1415
6180	pescadores 	    2,160	1415
6181	varón	    2,160	1415
6182	delicado	    2,159	1415
6183	ropas	    2,159	1415
6184	túnel	    2,159	1415
6185	preferencia	    2,158	1414
6186	circo	    2,157	1413
6187	natal	    2,157	1413
6188	queja	    2,157	1413
6189	charles	    2,156	1413
6190	presuntos 	    2,156	1413
6191	favorece	    2,155	1412
6192	fibra	    2,155	1412
6193	establecen 	    2,154	1411
6194	extradición	    2,154	1411
6195	jurisdicción	    2,153	1411
6196	sello	    2,153	1411
6197	campamento   	    2,151	1409
6198	bolívares	    2,150	1409
6199	certamen 	    2,150	1409
6200	quejas	    2,150	1409
6201	causó 	    2,149	1408
6202	vacas 	    2,149	1408
6203	biología	    2,148	1407
6204	dirigía	    2,148	1407
6205	rutina	    2,148	1407
6206	afectada	    2,147	1407
6207	iva	    2,147	1407
6208	portal	    2,147	1407
6209	xxi	    2,147	1407
6210	despertó	    2,146	1406
6211	levantado	    2,146	1406
6212	rompe 	    2,146	1406
6213	ambición 	    2,145	1406
6214	psicológico	    2,145	1406
6215	acostumbrado  	    2,144	1405
6216	bola	    2,144	1405
6217	extinción	    2,144	1405
6218	asistieron	    2,143	1404
6219	concesiones 	    2,143	1404
6220	dramático 	    2,143	1404
6221	mezclar 	    2,143	1404
6222	software	    2,143	1404
6223	darme 	    2,142	1404
6224	pistas	    2,142	1404
6225	producida	    2,142	1404
6226	vaca	    2,142	1404
6227	coherente 	    2,141	1403
6228	defensores 	    2,141	1403
6229	mencionados  	    2,141	1403
6230	movilización	    2,141	1403
6231	patología	    2,141	1403
6232	pronóstico	    2,140	1402
6233	misiones 	    2,139	1402
6234	demostración 	    2,138	1401
6235	ciclos	    2,137	1400
6236	formaciones 	    2,136	1400
6237	eventos	    2,135	1399
6238	leo	    2,135	1399
6239	ayuntamientos 	    2,134	1398
6240	castellana	    2,134	1398
6241	lingüística	    2,134	1398
6242	olímpico	    2,134	1398
6243	perdieron	    2,134	1398
6244	administrador	    2,133	1398
6245	coger	    2,133	1398
6246	íbamos 	    2,133	1398
6247	interpretaciones	    2,133	1398
6248	llamaban 	    2,133	1398
6249	profundos	    2,133	1398
6250	saltar	    2,133	1398
6251	verme 	    2,131	1396
6252	brigada	    2,130	1396
6253	comarca 	    2,130	1396
6254	serenidad	    2,130	1396
6255	falda	    2,129	1395
6256	autos	    2,128	1394
6257	enseñanzas  	    2,127	1394
6258	estricto	    2,127	1394
6259	ocupó 	    2,127	1394
6260	pardo	    2,127	1394
6261	dureza 	    2,126	1393
6262	ceder	    2,125	1392
6263	poquito	    2,125	1392
6264	diccionario	    2,124	1392
6265	moléculas 	    2,124	1392
6266	participa	    2,124	1392
6267	lavado	    2,123	1391
6268	semestre 	    2,123	1391
6269	dándole 	    2,122	1390
6270	intentaba	    2,122	1390
6271	importación	    2,121	1390
6272	porvenir	    2,121	1390
6273	canta	    2,120	1389
6274	comercialización	    2,120	1389
6275	hallan	    2,120	1389
6276	apartamento 	    2,119	1388
6277	incorpora	    2,119	1388
6278	dc	    2,118	1388
6279	hábito	    2,118	1388
6280	advertencia	    2,117	1387
6281	ente	    2,117	1387
6282	fábricas	    2,117	1387
6283	experimentos 	    2,116	1387
6284	practicar	    2,116	1387
6285	legalidad	    2,115	1386
6286	bacterias	    2,114	1385
6287	celos	    2,113	1385
6288	decisiva	    2,112	1384
6289	rodilla	    2,112	1384
6290	venezolana 	    2,112	1384
6291	previsión	    2,111	1383
6292	cuevas 	    2,110	1383
6293	creí	    2,109	1382
6294	proporcionar	    2,109	1382
6295	cumpleaños  	    2,108	1381
6296	vinieron	    2,108	1381
6297	confrontación	    2,107	1381
6298	innumerables 	    2,107	1381
6299	consultar	    2,106	1380
6300	haz 	    2,106	1380
6301	historiador	    2,106	1380
6302	transcurrido	    2,105	1379
6303	enseñar 	    2,104	1379
6304	obrera	    2,104	1379
6305	sabiendo 	    2,104	1379
6306	encuentre 	    2,103	1378
6307	abundantes 	    2,102	1377
6308	íntimo	    2,102	1377
6309	justifica	    2,102	1377
6310	partidario	    2,102	1377
6311	síntoma 	    2,102	1377
6312	especialidad	    2,101	1377
6313	llamamos 	    2,101	1377
6314	proposición	    2,101	1377
6315	violento	    2,101	1377
6316	geográfico	    2,100	1376
6317	narración	    2,100	1376
6318	cobra	    2,099	1375
6319	conjuntos	    2,099	1375
6320	aprobar	    2,098	1375
6321	piscina	    2,098	1375
6322	seleccionar	    2,098	1375
6323	sólida	    2,098	1375
6324	turístico	    2,098	1375
6325	adecuadamente  	    2,097	1374
6326	corea	    2,097	1374
6327	creció	    2,097	1374
6328	gobernantes 	    2,097	1374
6329	ordenamiento 	    2,097	1374
6330	sorprende 	    2,097	1374
6331	caña 	    2,096	1373
6332	cordero	    2,096	1373
6333	monarca 	    2,096	1373
6334	saint	    2,096	1373
6335	trastorno	    2,096	1373
6336	corría	    2,095	1373
6337	oscuros 	    2,095	1373
6338	producía	    2,095	1373
6339	rehenes 	    2,095	1373
6340	relacionada	    2,095	1373
6341	varía	    2,094	1372
6342	envío	    2,091	1370
6343	susana 	    2,091	1370
6344	creciendo	    2,090	1369
6345	cuadrado 	    2,090	1369
6346	fermín	    2,090	1369
6347	inmigración	    2,090	1369
6348	carlota	    2,089	1369
6349	sed 	    2,089	1369
6350	abarca 	    2,088	1368
6351	ajenos	    2,088	1368
6352	enlace	    2,088	1368
6353	inminente	    2,087	1368
6354	rubia	    2,087	1368
6355	dirá	    2,086	1367
6356	furia	    2,086	1367
6357	lidia	    2,086	1367
6358	proviene	    2,086	1367
6359	quitar	    2,086	1367
6360	designación 	    2,085	1366
6361	generalizada	    2,085	1366
